hgnc	THP1_macrophages_0000min	THP1_macrophages_0030min	THP1_macrophages_0060min	THP1_macrophages_0090min	THP1_macrophages_0120min	THP1_macrophages_0240min	THP1_macrophages_0360min	THP1_macrophages_1440min
SV2A	2.5624224561638993	2.576175666764047	2.5191882884174612	2.545061579611499	2.4751849630893092	1.7159783702044002	1.264989642177996	0.9811560825694146
LAD1	-4.551196259797653	-4.275658866023473	-3.62324074998293	-3.0517637894967753	-0.9912563406604059	0.12366457204297451	0.31616572867022347	-0.4605962073104888
C1QC	4.891548042744731	4.9966581939086465	4.738422736303508	4.711380619928843	4.601804806514753	5.308348291283263	5.753332454760924	9.123575471283576
ATP5G1	5.260694446356389	5.392850456631604	5.462089756358787	5.459784870793865	5.584481091220544	5.516665582089338	5.338770257148093	4.11729171795162
RCAN1	5.123440313005421	5.561285540068417	5.760194711059268	5.998632525436894	6.66731822355843	5.402812374143366	5.492386938074533	7.240242554823274
UBE2Z	6.01886552228477	6.068122343540336	6.123388538179084	6.2919580614646975	6.574691497381515	7.23780702000926	7.635340106332844	8.420721544644937
C1orf51	0.8438574780233328	0.41729331263827074	-0.010038667707346988	0.20703897482080824	0.24430091446463792	1.1156025065441333	1.498104930251552	2.74899374832299
CLIC6	0.18213213890740976	0.2621535823521731	0.3583060597663281	0.6690555699661904	0.5667134559223455	1.1484309244231667	1.0419749282449398	1.8916928013055976
CBR3	1.644506764135182	1.709613691058376	1.6704217112201967	1.4612171380235952	1.6830146359923428	3.6250736685593017	3.843715652543213	2.407449923168545
C2orf81	1.8270198453739621	1.9008582998323913	1.849825998213912	1.705070436576843	1.4805040942333165	0.6473293254847097	0.19574162168621134	-0.46236548024867036
CHAF1B	5.177190498578432	5.230850925769708	5.2147599443137445	5.203765705767442	5.067093518901242	4.871851403899052	4.821027998257569	3.524939046209559
SCUBE1	4.768622279646841	4.917480811583823	5.0365831020542435	5.064134846752522	5.214636833817639	4.626390926884052	4.209185913875123	2.2966325259361504
ARHGAP27	5.828546665127719	5.901371811642353	5.933491244085225	5.897021855162418	5.910779151743283	6.798639059664383	7.121313595394172	7.238568041180695
PTMS	4.8605967379420765	4.871383726896931	4.71459331464139	4.893489784741055	4.9057465002849785	4.932178672655915	5.187634609283685	6.199115666747209
CYB5R1	4.3227710722994	4.247430227536855	4.063170806492623	3.9490948026681103	3.7087513545353543	3.125960399349397	3.5616359304886966	4.596831061022558
ATP13A2	4.0695821501049725	4.219926344443737	4.256613221659853	4.250488537910127	4.4700604326747015	4.782453891294708	5.520696277180809	8.246452564773325
IRX6	-2.874820669727632	-2.715197698021081	-2.505540128801951	-2.295394794719424	-2.2588335459916395	-1.3929606433931734	-0.7399178551900467	-2.637679122167551
BTG2	5.397753693194255	7.924069682588117	9.57267359208635	10.033353098406089	9.98649537432006	9.486736400636348	9.253962101140846	9.820329847742148
HK2	5.692147615108785	5.741124855104175	5.756538540314754	5.702402595692256	5.51597286829117	4.0817333051342555	4.777871977678429	7.020570882846421
C1R	-2.07770421925634	-1.9991334059094643	-1.6540713869159354	-1.3449752364359029	-0.6148125761291463	0.8552813330185546	0.6975817938267874	1.934166053261362
STARD9	3.3434221084510662	3.4624631845350526	3.3680693385917166	3.262829770540371	3.0910784934347233	1.8203955029145091	1.7362755501688323	2.410317627674403
TCHH	2.5668728151572253	2.837595273372398	2.8610074125350553	3.087846007204807	2.9894038418754816	2.9411900032082228	3.4914400633862677	3.680451527303048
